Query,Category
"1950 W Main St, Centre AL 35960",ADDRESS
Massage shop nearby my apartment,PLACE
what fb groups is sarah a part of?,NONE
"-122.8411449,45.5110661",GEOLOCATION
Best microbrew in vancouver wa,PLACE
Golden Mile Complex,PLACE
Calls for this afternoon,NONE
Has Liz communicated recently with anyone in our family?,NONE
Wine tours in California this weekend,EVENT
Can I get directions to the drive in theater in Lakeland,ROUTE
What is the best route to San Diego without toll roads if I leave at 5 in the morning?,ROUTE
Meetups for photography,EVENT
 106 588 45th Ave W Vancouver BC V5Z 4S3,ADDRESS
"-122.8412891,45.4391751",GEOLOCATION
search for magic shows coming next week,EVENT
new york city airport,PLACE
Where is the Kogi Food Truck right now,PLACE
"1400 Farmington Ave, Bristol CT 6010",ADDRESS
"42.055,-87.6951",GEOLOCATION
where is the next turn off the highway now,PLACE
whats the menu at the rio in las vegas on the weekend,NONE
How many Libras desire a career change?,NONE
 art weekend,EVENT
we going we can but we leaving that?,NONE
"37.566953, 126.977977",GEOLOCATION
Coffee houses in Minneapolis,PLACE
where is the closest starbuck,PLACE
how many people live in kansas,NONE
how many people live in texas,NONE
"1201 Rt 300, Newburgh NY 12550",ADDRESS
"145 Kelley Blvd, Millbrook AL 36054",ADDRESS
"Can you tell me directions from home to the airport without traffic, arriving at 4pm",ROUTE
"-122.8236785,45.4565038",GEOLOCATION
fukushima daiichi nuclear plant located?   ,PLACE
What are the actual colors of the rainbow?,PLACE
how many people live in spokane washington,NONE
Restaurants for Michellen stars,PLACE
American Artist Professional League,PLACE
what states border texas and have a major river,AREA
how many people live in rhode island,NONE
"80 Town Line Rd, Rocky Hill CT 6067",ADDRESS
what is the largest state that borders the state with the lowest point in the usa,AREA
fancy restaurants,PLACE
Road Trip Itineries to Canada,PLACE
Which way is the fastest to take if I need to be at my meeting at 8am and I have to drive to downtown Syracuse?,ROUTE
Pizzerias open in Manhattan at 1am tonight,PLACE
Who is at the Cox Convention Center on the 6th of April,EVENT
What is there to do in Miami today,EVENT
"Where is the sign that reads """"We Love Tacos"""" in San Antonio",NONE
"8650 Madison Blvd, Madison AL 35758",ADDRESS
 house of tea,ROUTE
what events are going on at the mission inn,EVENT
"""41.92957,-87.84615""",GEOLOCATION
"11610 Memorial Pkwy South, Huntsville AL 35803",ADDRESS
Any ballets going on,EVENT
Fun things coming up next month,EVENT
How has the opioid addiction effected Middlesex county in Massachusetts?,NONE
"27520 Hwy 98, Daphne AL 36526",ADDRESS
Places to eat,PLACE
any art openings near me this week,EVENT
Any parties happening tonight in Williamsburg,EVENT
"425 Route 31, Macedon NY 14502",ADDRESS
Directions to the National Peanut Festival.,ROUTE
 neighborhood,AREA
Best way to avoid travelling on 32nd street,ROUTE
what time does the sun come out in texas,NONE
What percentage of the population don't speak English or French,NONE
what states border the mississippi river,AREA
Where to find a kayak in Lahaina,PLACE
Any clubs that are open later than midnight in DC,PLACE
"-122.8300099,45.5161315",GEOLOCATION
what are the capitals of the states that border texas,AREA
Where are the local wine tasting in Macomb,EVENT
restaurant for lunch,PLACE
Purdue University,PLACE
"-122.8181143,45.4497353",GEOLOCATION
any classical music concerts,EVENT
Any cool parties happening tonight,EVENT
"1000 State Route 36, Hornell NY 14843",ADDRESS
Any ballets playing Thursday,EVENT
Movie theaters near me,PLACE
Complimentary coffee nearby,PLACE
Swimming pool with Sauna,PLACE
Lakeview Museum of Arts and Sciences,PLACE
what are the rivers of montana,PLACE
what is the largest state capital in population,AREA
Best snorkeling plance in Hawaii,PLACE
Any concerts at 9PM on Friday near San Francisco,EVENT
Castles near me,PLACE
best detour to avoid traffic on the way to  the AT & T center from Joyce's house?,ROUTE
"35.566702, 128.16587",GEOLOCATION
"-122.8099943,45.4780504",GEOLOCATION
"750 Middle Country Road, Middle Island NY 11953",ADDRESS
Where to buy fresh Christmas tree in Ft Lauderdale,PLACE
spots for soccer place,PLACE
"51.661535,39.200288",GEOLOCATION
coffee dates,NONE
directions from mcallen to austin,ROUTE
E-Sports bars near me that are open till midnight,PLACE
what is the shortest river in alaska,PLACE
"3018 East Ave, Central Square NY 13036",ADDRESS
What time does the Big Bang Theory start?,PLACE
What is the best route to drive home with the traffic,ROUTE
"70 Pleasant Valley Street, Methuen MA 1844",ADDRESS
Name some clubs in LA,PLACE
"-122.8228287,45.4494259",GEOLOCATION
 whats,NONE
rooftop bars still open in winter,PLACE
neighborhood in London,AREA
 district,AREA
Directions to Cost Co in Kent,ROUTE
restaurants with less customers,PLACE
small café for lunch,PLACE
Where is the Taxi stand aroun here,PLACE
"67 Newton Rd, Danbury CT 6810",ADDRESS
Christmas events,EVENT
the best resturants near me,PLACE
What are Jennifer's performance dates in May?,NONE
Is there shopping after hours in December,PLACE
"Any bands playing in Portland, Maine",EVENT
south wenthwiSouth Wentworth Avenue,NONE
any chill events this weekend,EVENT
Where is a BBQ restaurant in Portland please,PLACE
what are the major cities in vermont,AREA
How long until Carol gets back to me?,NONE
#1 nightclub in downtown Manhattan,PLACE
 parties happening tonight,EVENT
trendy bars in Chicago River North,PLACE
"3133 E Main St, Mohegan Lake NY 10547",ADDRESS
directions to kate's school from the grocery store,ROUTE
Which route would be quickest to avoid traffic heading to the mall,ROUTE
any concerts tomorrow,EVENT
what are the major cities in ohio,AREA
Any Breakfast with Santa events in Naperville this weekend,EVENT
Directions to drive from home to Atlanta,ROUTE
"Jeollabuk-do, Namwon-si",ADDRESS
lunch nearby,PLACE
"-122.8150737,45.4743203",GEOLOCATION
"555 East Main St, Orange MA 1364",ADDRESS
any comedy shows this weekend,EVENT
"-122.8018344,45.4624696",GEOLOCATION
arcades within 20 miles of 29720,PLACE
Greenbag Road - 63 Don Knotts BlvdMorgatown,NONE
"33.488936, 126.500423",GEOLOCATION
When is the next homeland security training?,PLACE
HarbourFront MRT Station,PLACE
"474 Boston Post Road, North Windham CT 6256",ADDRESS
how many people live in detroit,NONE
any hotels with reasonable rates,PLACE
line stations,PLACE
"901 Route 110, Farmingdale NY 11735",ADDRESS
Any concerts available in Long Island this week,EVENT
"34.854426, 128.43321",GEOLOCATION
directions from mcallen to south padre island,ROUTE
any events tonight,EVENT
what is the highest point in the united states,AREA
Activities at the library today,EVENT
hotel near Museum of Modern Art,PLACE
any beer fest around,EVENT
Where can I get holiday wear for a holiday party,PLACE
Where is the nearest CVS?,PLACE
WHAT TIME DOES THE MALL OPEN THIS WEEKEND,PLACE
"""41.82997,-87.66556""",GEOLOCATION
"A/1 Jambli galli , Rajwadi chawl Borivali west",ADDRESS
Any event for this weekend,EVENT
best route from here to Charleston,ROUTE
Best route to take to get to my 2 pm meeting in Bolingbrook,ROUTE
American Museum of Natural History,PLACE
what is the smallest city in washington,AREA
"Can I get driving directions to Time's Square in New York, without taking any major interstates?",ROUTE
Show me pictures of my college friends in Italy.,NONE
"41.7254468,-87.6923169",GEOLOCATION
When did my bingo buddy go to Italy,PLACE
Area for flying fishing,AREA
What musical is coming to New York this summer,EVENT
"""41.8215,-87.66534""",GEOLOCATION
What is the fastest route to the grocery store,ROUTE
 neighborhood sightseeing,AREA
 home route,ROUTE
sights,NONE
"1549 Rt 9, Halfmoon NY 12065",ADDRESS
Iowa State University,PLACE
 route avoiding tolls,ROUTE
any restaurants in Chicago having specials for the holidays,PLACE
United States of America,AREA
Ice skating rinks in Washington D.C,PLACE
any comedy shows tomorrow in nyc,EVENT
Best holiday destination for easter holiday,PLACE
If you were a cake which cake would you be,NONE
Directions to new york,ROUTE
What event coordinators are near wine country,PLACE
fashion events,EVENT
"51.1702, 4.21517",GEOLOCATION
Direction from Vegas to LA avoiding the 15,ROUTE
Any comedy shows tonight in San Diego,EVENT
any live music show in St Paul this night,EVENT
Where is the closest ER,PLACE
"120 Commercial Parkway, Branford CT 6405",ADDRESS
Can you give me directions to the nearest TJ Maxx from my work if I want to avoid the freeway,ROUTE
Directions to PNC Arts Center,ROUTE
Where is a fun place to eat,PLACE
 house,ROUTE
What is a back road from I 680 to my work,ROUTE
"2465 Hempstead Turnpike, East Meadow NY 11554",ADDRESS
Shopping malls open at  8pm near Miami this Saturday,PLACE
how much cash do I have in my wallet,NONE
Any Christian singles events in Brooklyn,EVENT
Duke basketball final 4 tickets for reserve March 2018,PLACE
Any fun kid events this week,EVENT
Show me children's museums near san diego,PLACE
displays for music concert,EVENT
Where is the nearest dentist here in San Antonio that is open till 10pm on a Saturday,PLACE
When do I need to buy  christmas groceries,NONE
Any comedy events going on in Phoenix,EVENT
Where can I eat Thai food in Burbank tonight,PLACE
" Spuistraat, 288-292, 1012 VX, Amsterdam, Netherlands ",ADDRESS
Directions to Ala Moana,ROUTE
"""41.83445,-87.67096""",GEOLOCATION
what time do the bars close in LA,NONE
how many people live in california,NONE
Activities in NYC on the first week of 2018,EVENT
Which car rental company does my family use the most for travel?,PLACE
"-122.8454873,45.5130445",GEOLOCATION
what is the largest state that borders texas,AREA
How many miles is the suns radius,PLACE
Can you find me a route to my doctor's office that avoids toll roads?,ROUTE
Was the old elementary school that Kim went to destroyed in the fire?,NONE
University of Southern California,PLACE
"8064 Brewerton Rd, Cicero NY 13039",ADDRESS
"-122.819215,45.4825188",GEOLOCATION
Any concerts by Lady Gaga next month,EVENT
Directions to avoid the construction on the Palisades Parkway.,ROUTE
"52.1702, 4.29517",GEOLOCATION
Novi High School,PLACE
Best restaurants around please,PLACE
 gun shows county weekend,EVENT
what are the major rivers in ohio,PLACE
top restaurants in Manhattan,PLACE
what are the major cities in delaware,AREA
Where can I eat Thai food on Christmas Day,PLACE
what is the capital of the state with the highest point,AREA
"164 Danbury Rd, New Milford CT 6776",ADDRESS
5 star restaurants accepting reservations for Valentine's day,PLACE
 Korean restaurants,PLACE
Where is Chicago,AREA
what is the longest river in america,PLACE
Prices of gas near Dallas,PLACE
Quickest route to gas station,ROUTE
parade,NONE
Can you invite Victoria to the pool party I'm hosting tomorrow?,NONE
Route from train station to city center,ROUTE
best place to christmas shop near me,PLACE
parade starting location,PLACE
what is at Invalidenstrasse & Chausesstrasse intersection,NONE
what states border the most populous state,AREA
Clubs to go in New York,PLACE
 Board brush places,NONE
any cool concerts happening in ann arbor next week,EVENT
the capital city of spain,AREA
Any art festivals,EVENT
 18 Street London 6JQ,ADDRESS
Which city do my friends went to last summer ?,PLACE
did christina porter from high school join my volleyball group yet?,NONE
 route from Apple store to city center,ROUTE
Any ice carving events going on this weekend in CO,EVENT
"Technisches Informationszentrum Berlin, Gitschiner Straße 97, 10969 Berlin ",ADDRESS
Best route to avoid traffic going to the Camden aquarium,ROUTE
Places near me that can do an outdoor wedding,PLACE
museums in downtown Las Vegas,PLACE
What route doesn't have traffic,ROUTE
When is my brother in laws surgery day?,NONE
what is the shortest river in texas,PLACE
what is the longest river flowing through new york,PLACE
How much will college cost for my son?,NONE
what is the highest point in rhode island,AREA
ice,PLACE
Did I make note of my pay dates,PLACE
When does Game of throwns return?,NONE
where can I find good Korean restaurant near my current location,PLACE
 City garden,AREA
What are the hours of Disney Springs,PLACE
how many people live in austin texas,NONE
"2300 Dixwell Ave, Hamden CT 6514",ADDRESS
Best route alternative to get to Mike's superbowl party in Hamden if I leave now.,ROUTE
"-122.8482279,45.5249515",GEOLOCATION
festival downtown,EVENT
what is the capital of new hampshire,AREA
Family-friendly Christmas Eve events in Raleigh,EVENT
Directions to moms.,ROUTE
"""41.87462,-87.73527""",GEOLOCATION
where is city Busan,AREA
restaurants for Swiss cuisine,PLACE
UN headquarter,PLACE
Where is the best spot for surfing in Hawaii?,PLACE
Directions to Blue Origin in Kent,ROUTE
where is springfield,AREA
Who made an event to climb in Squamish this summer?,PLACE
How many movie theaters are there in Cedartown?,NONE
What time does the nearest parking garage close,PLACE
ANY BEACH PARTIES IN TWO WEEKS IN DESTIN,EVENT
what is the highest mountain in texas,PLACE
Any hair stylists events tomorow,EVENT
College district in NYC,AREA
Where can i find a nike and and adidas store in mitte,PLACE
"41.64296,-87.62576",GEOLOCATION
Anything cool happening at Disney this month,EVENT
what is the smallest state by area,AREA
what is the highest point in nevada in meters,AREA
What is the fastest route to get to Merrick Brickell Place,ROUTE
list movie theatres with long line wait time and how long is it,PLACE
"37.563277, 127.036647",GEOLOCATION
What restaurants are nearby for me to eat at tonight,PLACE
Can you tell me directions to the Bears game from Wheaton?,ROUTE
University of San Diego School of Law,PLACE
Norwood Lake Dam,PLACE
"780 Lynnway, Lynn MA 1905",ADDRESS
"-122.8452387,45.5196807",GEOLOCATION
Capital of USA,AREA
can you tell me how to get to the mumford and sons concert in pittsburgh from my current location,ROUTE
Are there multiple ways to get to Palm Springs from here?,ROUTE
What are the routes to Pigeon Pass Road in Moreno Valley from Thomas' house?,ROUTE
"600 Boll Weevil Circle, Enterprise AL 36330",ADDRESS
adult nightlife in concord friday,EVENT
Any art festival in LA this month,EVENT
"Europaboulevard 2b 1078 RV, Amsterdam, Netherlands ",ADDRESS
fitness club near river,PLACE
Any clubs that are open later than midnight in DC,PLACE
 uncles one school graduation,NONE
"55 Brooksby Village Way, Danvers MA 1923",ADDRESS
Pizzerias open in Manhattan at 1am tonight,PLACE
event for year end parties,EVENT
Bob Hope Airport,PLACE
"1625 Pelham South, Jacksonville AL 36265",ADDRESS
Institute for Advanced Study,PLACE
"44.429866,40.252969",GEOLOCATION
Can you help me get back home from Lauren's house please?,ROUTE
 whats menu vegas,NONE
what is the best way to go to progressive field,ROUTE
 route amount,ROUTE
Is the mexican grill opened tomorrow at 7:30p,PLACE
"4310 Montgomery Hwy, Dothan AL 36303",ADDRESS
Can you tell me how to get to Sesame Street from Elm Street,ROUTE
Castles near me,PLACE
way from busan to seoul,ROUTE
how many people live in mississippi,NONE
Is scuba diving as safe as everyone says it is?,NONE
Grocery stores in area,PLACE
where is the carpathian mountain range located?,AREA
what are the major cities in the smallest state in the us,AREA
Eva Presenhuber,PLACE
Any holiday cookie baking places in New York for next week,EVENT
Local child friendly restaurants in Los Angeles open at 7 am,PLACE
 library,ROUTE
Does George have both work and personal contact information listed publicly?,NONE
Where people go to meet each other in New York,NONE
Where is the laundry place,PLACE
Sacramento History Museum,PLACE
how many of my friends are going to the high school reunion?,PLACE
any jazz festivals in Olean next week,EVENT
Vegan restaurant near Orlando open today,PLACE
where is fort wayne,AREA
Any children's parties this weekend in the park,EVENT
Where is the nearest lake,PLACE
Any events at Johnson PArk this weekend,EVENT
Who has gone to my favorite restaurant,NONE
Auburn University Historic District,AREA
which rivers run through states bordering new mexico,PLACE
"37.579428, 126.936771",GEOLOCATION
any holiday events going on in the next 14 days,EVENT
"2500 Dawes Road, Mobile AL 36695",ADDRESS
Please give me directions to the concert and avoid all construction,ROUTE
 places for shoe store,NONE
How do I get from here to the car dealership on Commercial where I bought my car?,ROUTE
cheap hotel in Honolulu,PLACE
"51.661535,39.20028",GEOLOCATION
"-122.8670191,45.5243823",GEOLOCATION
Can you tell me the quickest way to get to Ulta Beauty if I leave in 30 minutes?,ROUTE
what cities in texas have the highest populations,AREA
family restaurants near brookfield zoo,PLACE
What restaurants are having speed dating in Greenville,PLACE
what is the capital of the state that borders the state that borders texas,AREA
where is houston,AREA
which rivers run through states that border the state with the capital austin,PLACE
"969 Us Hwy 80 West, Demopolis AL 36732",ADDRESS
"279 Troy Road, East Greenbush NY 12061",ADDRESS
"-122.8116647,45.476687",GEOLOCATION
"34.972986, 128.322246",GEOLOCATION
"11697 US Hwy 431, Guntersville AL 35976",ADDRESS
What is the flea market ,PLACE
new restaurants in Kirksville,PLACE
Directions from Home to the Honolulu Zoo.,ROUTE
Philadelphia International Airport,PLACE
what is the largest city in a state that borders texas,AREA
Afa Gallery,PLACE
How old is my house on Holbrook Street,PLACE
what is the biggest city in nebraska,AREA
"Laundromats in Taylors, SC open on Sundays",PLACE
Holiday festivals near me today,EVENT
cheap hotel,PLACE
what time does santa's village open this weekend,NONE
directions to the convention from Christina's house leaving at 5p,ROUTE
Which restaurants are open near me on New Years Eve,PLACE
 day day,NONE
Where is the most beautiful plot in Waikiki, PLACE
Any kid friendly events this weekend,EVENT
"Directions from home to the airport without traffic please, arriving at 4pm",ROUTE
Grocery stores open late,PLACE
Can you give me a route to avoid traffic,ROUTE
Are there any bus routes between my home and my job?,ROUTE
How do you make eggs,NONE
Romantic restaurants on Lexington avenue,PLACE
"51.1702, 4.20517",GEOLOCATION
sports bars open tonight past 10 pm,PLACE
restaurant nearby,PLACE
"3371 S Alabama Ave, Monroeville AL 36460",ADDRESS
What is the fastest route to my house,ROUTE
How many patents came out of my high school graduating class?,PLACE
What's the fastest way from here to the closest hospital,ROUTE
what states border montana,AREA
Get me driving directions to any Hispanic festival on main street from home?,ROUTE
what is the capital of maryland,AREA
"37.574552, 127.039721",GEOLOCATION
24 hour gyms that offer day passes,PLACE
University of Michigan Health System,PLACE
What type of weather will my sister be having at the end of the month?,NONE
Noah Purifoy Open-air Museum Joshua Tree current hours,NONE
any parties i should check out,EVENT
Any Country Music concerts in this area,EVENT
airport in london city,AREA
"51.1702, 5.20517",GEOLOCATION
anything going on in Long Beach on Monday,EVENT
where is scotts valley,AREA
Fitzgerald Fine Arts,PLACE
Are beetles endopterygotes?,NONE
Any cake competitions coming up in Denver,EVENT
what is the highest point in the state with the capital des moines,AREA
Best place to hear jazz in New York,PLACE
"1608 W Magnolia Ave, Geneva AL 36340",ADDRESS
what is the city with the smallest population,AREA
what is the highest mountain in the us,PLACE
what is the highest mountain in alaska,PLACE
what is the biggest city in oregon,AREA
Any concerts next week,EVENT
"280 Washington Street, Hudson MA 1749",ADDRESS
what is the longest river in the state with the highest point,PLACE
coffee shop,PLACE
any alternative bands playing in Atlanta this weekend,EVENT
 pizza places for young adults,PLACE
best coffee shops to visit in Seattle this Sunday,PLACE
"-122.8188293,45.4827075",GEOLOCATION
Directions to the eye doctor near the pet shop.,ROUTE
family-friendly restaurants near Lincoln Park Zoo,PLACE
directions to the jazz fest,ROUTE
London ,AREA
"I want to go to a bar after the Colts game, where would you recommend",PLACE
Whats the shortest route to get to the key bank centre,ROUTE
best place to eat soup,PLACE
Directions to 20 Warren Street in Norwood from the Walpole mall,ROUTE
"Zweibrückenstraße 12, 80331 Munich ",ADDRESS
PAC events this week,EVENT
Any good live music tonight,EVENT
"4206 N College Ave, Jackson AL 36545",ADDRESS
Are there any dance clubs in The Venetian,PLACE
best restaurant near me,PLACE
"-122.8462727,45.4373564",GEOLOCATION
any camping sites near Philadelphia,PLACE
Best restaurants for date night on Saturday,PLACE
what is the area of south carolina,AREA
How do I get to the Volkswagon car show from Andrew's work using the freeway.,ROUTE
Football events in Spain,EVENT
 friends going World,NONE
"2200 Sparkman Drive, Huntsville AL 35810",ADDRESS
What is the fastest route to the Philadelphia Zoo,ROUTE
parking for short time,PLACE
"973 Gilbert Ferry Road Se, Attalla AL 35954",ADDRESS
 movie theaters,NONE
any kid friendly holiday events,EVENT
where is the galapagos islands located on a world map?  ,AREA
How cold will it be on my drive home from work tonight,PLACE
I need a steak house near Fishers,PLACE
When is Laura Marie going to be at Candlelight again,NONE
"-122.8490634,45.5154457",GEOLOCATION
what is the capital of the smallest state,AREA
which way is quickest home,ROUTE
 time office,NONE
Can I get from here to Downtown Dallas using a detour?,ROUTE
"51.4408, 5.4778",GEOLOCATION
 walking tour Boston,ROUTE
Can I get directions to the drive in theater in Lakeland,ROUTE
what is the area of texas,AREA
When the virus spreading will stop,NONE
Did they cancel the Silver Alert,PLACE
"200 Otis Street, Northborough MA 1532",ADDRESS
"100 Charlton Road, Sturbridge MA 1566",ADDRESS
what states border states that the ohio runs through,AREA
Ice skate rink hours  for Sunday December 9th,PLACE
 Looking place night,NONE
"42.055,-87.6951",GEOLOCATION
 Nike store,PLACE
Adobe Headquarters,PLACE
 art shows today,EVENT
Any book clubs in the area,EVENT
Any Chris Rock concerts coming up near me,EVENT
Where is the nearest lake,PLACE
Who went to Susan's birthday party last week?,NONE
Places to visit in Lahaina,PLACE
Directions to Kalahari Water Park in the Poconos from home.,ROUTE
what are the major cities in north carolina,AREA
"52.3742, 4.89512",GEOLOCATION
adult holiday activities,EVENT
are there any christmas events going on,EVENT
what states border the state that borders the most states,AREA
Where is Kenya,AREA
what is the shortest river in the usa,PLACE
Food place at University of Zurich,PLACE
Where is a good steak house near me,PLACE
"-122.8010014,45.4852902",GEOLOCATION
costume parties,EVENT
 47.279430 5.106450,GEOLOCATION
What is the best place to bowl this weekend in Toledo,PLACE
"2473 Hackworth Road, Adamsville AL 35005",ADDRESS
sushi specials in town tonight,PLACE
"19110 South Wentworth Avenue, NYC",NONE
What's the shortest route to BWI airport?,ROUTE
best alternative route to miss heavy traffic,ROUTE
Directions to the Fort in Hull from The Nantasket Hotel,ROUTE
Anything cool happening tonight,EVENT
Events with easy access for the handicapped,EVENT
any comedy shows to attended on thursday,EVENT
wine tastings this weekend,EVENT
"""41.94727,-87.64976""",GEOLOCATION
Directions to get home,ROUTE
where can I go hiking,PLACE
"-122.8550567,45.5305932",GEOLOCATION
Blackforest area,AREA
Bern area,AREA
What is the fastest route to Seaside using state highways,ROUTE
what is the area of the smallest state,AREA
Can you get me a route to the history museum that doesn't require tolls?,ROUTE
Any musical events at Taj Mahal,EVENT
which park around the lake is nearest from here,PLACE
How many times have I scheduled coffee dates with Lydia?,NONE
directions back to the office,ROUTE
"3186 Hwy 171 North, Fayette AL 35555",ADDRESS
which park is quiet for walk,PLACE
directions from Washington DC to Boston,ROUTE
Who made an event to climb in Squamish this summer?,NONE
Does anyone like to go biking in the park near my home?,NONE
Where is Ghana ,AREA
Where is the Kogi Food Truck right now,NONE
Gas stations,PLACE
What is the best sushi spot,PLACE
what is the largest city in rhode island,AREA
"51.661535,39.200287",GEOLOCATION
What bars do they have at the M Resort,PLACE
church music concert,EVENT
Did my dad schedule his yearly exam with his dermatologist,PLACE
University of Cambridge,PLACE
 charging station starbucks route,PLACE
any live music in hilo,EVENT
what days does Goodwill have deals,NONE
Is it almost time for Stephany's wedding?,PLACE
festivals,EVENT
What is the speed limit on Texas highways,PLACE
Whats a good place to have fun,PLACE
what states border states that border states that border florida,AREA
 route traffic,ROUTE
restaurant around Solomon R. Guggenheim Museum,PLACE
Pet friendly restaurants near me,PLACE
"-122.8330084,45.490927",GEOLOCATION
"35.003668, 128.064272",GEOLOCATION
Zoo Atlanta,PLACE
what is the largest city in missouri,AREA
Live music in town,EVENT
Directions to the nearest Discount Tire,ROUTE
"1400 County Rd 64, Horseheads NY 14845",ADDRESS
 path sections strollers,ROUTE
Who of my friends checked into the movies this past month?,NONE
What time does the next train leave for New York and how much does it cost?,NONE
what are the major cities in rhode island,AREA
directions from mcallen to arlington,ROUTE
what are the major cities of the us,AREA
Museum of Mathematics,PLACE
what is the smallest city in the us,AREA
"World Trade Center Amsterdam, I-Tower, ground floor (entrance via Zuidplein), Strawinskylaan 1767",ADDRESS
what is the capital of illinois,AREA
Site Seeing in paris,PLACE
Dancing club within 10 miles to go to tonight,PLACE
"-122.7721256,45.4795578",GEOLOCATION
what is the area of the texas state,AREA
"650 Main Ave, Norwalk CT 6851",ADDRESS
 route to home,ROUTE
Where is Finland located?	,AREA
List all local restaurants that are open on my girlfriend's birthday.,PLACE
Get me driving directions to the jazz festival in wadsworth,ROUTE
"-122.821744,45.5049105",GEOLOCATION
"3005 Cranberry Hwy Rt 6 28, Wareham MA 2538",ADDRESS
Zurich city,AREA
korean restaurant near me,PLACE
 continent America,AREA
Where is the best scuba diving spot in Hawaii ,PLACE
child and pet friendly places to eat locally,PLACE
 directions Jazz Festival please,NONE
 reminder event monday,NONE
what city is acadia university in?      ,AREA
 concerts coming weekend,EVENT
 68 Park Avenue London 1NM,ADDRESS
Anything cool happening in Springfield tomorrow,EVENT
Redbox locations within 5 miles of Dallas,PLACE
Capital of France,AREA
 way airport,ROUTE
Where can i find an Escape Room near me that has spots open for this weekend,PLACE
how many people live in washington,NONE
"Directions the Detroit Zoo from my house, leaving at 8:30am.",ROUTE
Museum of Arts and Design,PLACE
Where is a good place to go for coffee in North Carolina during the weekday,PLACE
Is the Pizza Hut on San Pedro street still open after midnight on Saturday nights,NONE
Is the mall open tonight,PLACE
sign,NONE
what is the largest city in the smallest state in the usa,AREA
video,NONE
what is the fastest route to columbia on friday afternoon taking into consideration rush hour,ROUTE
valentines day dinner restaurants,PLACE
popular spots to propose,PLACE
Best route to avoid congestion,ROUTE
best holiday shopping in new york,PLACE
Can you give me directions to the mall from my office,ROUTE
Do scholars rank lincoln among the top three presidents?,NONE
"3949 Route 31, Clay NY 13041",ADDRESS
What are the hours of High School in Fort Collins,PLACE
Any concerts by Beyonce,EVENT
Find the fastest way to get to the auto shop near Costco from Guitar class.,ROUTE
Get directions to Central Grocery in the French quarter in New Orleans from Paige's house in Opelousas.,ROUTE
food events,EVENT
any family events near hattiesburg,EVENT
Los Angeles International Airport,PLACE
Directions from Chicago to New York City.,ROUTE
drive-in movie theaters left in the state of Ohio that are open in the fall,PLACE
What is the fastest route on the freeway to get to LAX?,ROUTE
What time does McDonald's close,NONE
Leslie+Lohman Prince Street Project,PLACE
how many people live in the capital of texas,NONE
 Hay weekend,EVENT
Are there any cool art venues near here,NONE
Restaurants that serve alcohol on Sundays,PLACE
Mexican restaurants nearby,PLACE
directions from mcallen to the alamo,ROUTE
I'm looking for a favorite dessert recipe that uses cream cheese that my Grandma makes.,PLACE
 events,EVENT
any interesting for Sunday,EVENT
"Directions to Eastern Market from my house, avoiding construction delays.",ROUTE
restaurant with nice views ,PLACE
name the major rivers in florida,PLACE
direction to burning man,ROUTE
any concerts in new york on thursday,EVENT
what is the longest river in the state with the most major cities,PLACE
what states are next to the mississippi,AREA
"161 Centereach Mall, Centereach NY 11720",ADDRESS
bars that allow dogs near charlotte,PLACE
7217w ,NONE
Can you give me directions to Walt Disney World avoiding toll roads.,ROUTE
Find an Italian restaurant at Pikes Market Place that service spaghetti,PLACE
what is the biggest city in kansas,AREA
any bands playing near me this week,EVENT
Places to see in Paris,PLACE
Any skiing events or specials this weekend in Vail,EVENT
what is the longest river in the largest state,PLACE
any alternative bands playing in Atlanta this weekend,EVENT
is any place to eat open now,PLACE
Are there any alternate routes to take to work that avoid road construction,ROUTE
what is the largest of the states that the rio grande runs through,AREA
What's happening in Milton tomorrow night,EVENT
what is the longest river that does not run through texas,PLACE
"103 North Caroline St, Herkimer NY 13350",ADDRESS
Where can I buy the indoor plant,PLACE
Any Bruno Mars concerts this month near me,EVENT
What's happening in Atlanta tonight,EVENT
Where can I go to pick out a Christmas tree that I can cut down myself,NONE
Cooking Contest starts at 2pm today. Please remind me,PLACE
"235 Queen St, Southington CT 6489",ADDRESS
singles events,EVENT
Where is McDonald's in the city center,PLACE
what is the state that contains the highest point,AREA
How many times have the Red Sox had a no-hitter?,NONE
in what state is mount mckinley,AREA
train station near airport,PLACE
Where can I rent a boat on Erie Lake?,PLACE
locations for dinner,PLACE
 HIP HOP month,EVENT
"-122.8437297,45.4284278",GEOLOCATION
Any mma fights at staples this week,EVENT
 dinner theaters in the Seattle area,PLACE
Events in LA on Saturday,EVENT
what is the smallest state that the mississippi river runs through,AREA
"579 Troy-Schenectady Road, Latham NY 12110",ADDRESS
what is the biggest city in arizona,AREA
"Trinity College, Cambridge",PLACE
When was the last time you cried,PLACE
What is the best route to get to the shore traffic-wise,ROUTE
"-122.8423296,45.5207874",GEOLOCATION
Can you tell me directions to Walmart from my aunt's house in Pflugerville,ROUTE
 brother skating rink 53 two children 18,NONE
Toilet paper brands,NONE
What city has the most traffic in the US,NONE
Sport equipment rental in Orlando,PLACE
"-122.8451344,45.5100848",GEOLOCATION
Who is voted the best winery in Washington,NONE
i want my money back ndvdr send her around me again  ever i ride to munch for th,NONE
 2485 Broadway 414 Vancouver BC V6K 2E8,ADDRESS
What breakfast places would be recommended this weekend,PLACE
