Query,Category
"-122.8468375,45.4698356",GEOLOCATION
"-122.8316289,45.4337148",GEOLOCATION
"-122.7632244,45.4988392",GEOLOCATION
"-122.8452387,45.5196807",GEOLOCATION
"-122.7508264,45.5058838",GEOLOCATION
"777 Brockton Avenue, Abington MA 2351",ADDRESS
"30 Memorial Drive, Avon MA 2322",ADDRESS
"250 Hartford Avenue, Bellingham MA 2019",ADDRESS
"700 Oak Street, Brockton MA 2301",ADDRESS
"66-4 Parkhurst Rd, Chelmsford MA 1824",ADDRESS
"591 Memorial Dr, Chicopee MA 1020",ADDRESS
"55 Brooksby Village Way, Danvers MA 1923",ADDRESS
"137 Teaticket Hwy, East Falmouth MA 2536",ADDRESS
"42 Fairhaven Commons Way, Fairhaven MA 2719",ADDRESS
"374 William S Canning Blvd, Fall River MA 2721",ADDRESS
"121 Worcester Rd, Framingham MA 1701",ADDRESS
"677 Timpany Blvd, Gardner MA 1440",ADDRESS
"337 Russell St, Hadley MA 1035",ADDRESS
"295 Plymouth Street, Halifax MA 2338",ADDRESS
"1775 Washington St, Hanover MA 2339",ADDRESS
"280 Washington Street, Hudson MA 1749",ADDRESS
"20 Soojian Dr, Leicester MA 1524",ADDRESS
"11 Jungle Road, Leominster MA 1453",ADDRESS
"301 Massachusetts Ave, Lunenburg MA 1462",ADDRESS
"780 Lynnway, Lynn MA 1905",ADDRESS
"70 Pleasant Valley Street, Methuen MA 1844",ADDRESS
"830 Curran Memorial Hwy, North Adams MA 1247",ADDRESS
"1470 S Washington St, North Attleboro MA 2760",ADDRESS
"506 State Road, North Dartmouth MA 2747",ADDRESS
"742 Main Street, North Oxford MA 1537",ADDRESS
"72 Main St, North Reading MA 1864",ADDRESS
"200 Otis Street, Northborough MA 1532",ADDRESS
"180 North King Street, Northhampton MA 1060",ADDRESS
"555 East Main St, Orange MA 1364",ADDRESS
"555 Hubbard Ave-Suite 12, Pittsfield MA 1201",ADDRESS
"300 Colony Place, Plymouth MA 2360",ADDRESS
"301 Falls Blvd, Quincy MA 2169",ADDRESS
"36 Paramount Drive, Raynham MA 2767",ADDRESS
"450 Highland Ave, Salem MA 1970",ADDRESS
"1180 Fall River Avenue, Seekonk MA 2771",ADDRESS
"1105 Boston Road, Springfield MA 1119",ADDRESS
"100 Charlton Road, Sturbridge MA 1566",ADDRESS
"262 Swansea Mall Dr, Swansea MA 2777",ADDRESS
"333 Main Street, Tewksbury MA 1876",ADDRESS
"550 Providence Hwy, Walpole MA 2081",ADDRESS
"352 Palmer Road, Ware MA 1082",ADDRESS
"3005 Cranberry Hwy Rt 6 28, Wareham MA 2538",ADDRESS
"250 Rt 59, Airmont NY 10901",ADDRESS
"141 Washington Ave Extension, Albany NY 12205",ADDRESS
"13858 Rt 31 W, Albion NY 14411",ADDRESS
"2055 Niagara Falls Blvd, Amherst NY 14228",ADDRESS
"101 Sanford Farm Shpg Center, Amsterdam NY 12010",ADDRESS
"297 Grant Avenue, Auburn NY 13021",ADDRESS
"4133 Veterans Memorial Drive, Batavia NY 14020",ADDRESS
"6265 Brockport Spencerport Rd, Brockport NY 14420",ADDRESS
"5399 W Genesse St, Camillus NY 13031",ADDRESS
"3191 County rd 10, Canandaigua NY 14424",ADDRESS
"30 Catskill, Catskill NY 12414",ADDRESS
"161 Centereach Mall, Centereach NY 11720",ADDRESS
"3018 East Ave, Central Square NY 13036",ADDRESS
"100 Thruway Plaza, Cheektowaga NY 14225",ADDRESS
"8064 Brewerton Rd, Cicero NY 13039",ADDRESS
"5033 Transit Road, Clarence NY 14031",ADDRESS
"3949 Route 31, Clay NY 13041",ADDRESS
"139 Merchant Place, Cobleskill NY 12043",ADDRESS
"85 Crooked Hill Road, Commack NY 11725",ADDRESS
"872 Route 13, Cortlandville NY 13045",ADDRESS
"279 Troy Road, East Greenbush NY 12061",ADDRESS
"2465 Hempstead Turnpike, East Meadow NY 11554",ADDRESS
"6438 Basile Rowe, East Syracuse NY 13057",ADDRESS
"25737 US Rt 11, Evans Mills NY 13637",ADDRESS
"901 Route 110, Farmingdale NY 11735",ADDRESS
"2400 Route 9, Fishkill NY 12524",ADDRESS
"10401 Bennett Road, Fredonia NY 14063",ADDRESS
"1818 State Route 3, Fulton NY 13069",ADDRESS
"4300 Lakeville Road, Geneseo NY 14454",ADDRESS
"990 Route 5 20, Geneva NY 14456",ADDRESS
"311 RT 9W, Glenmont NY 12077",ADDRESS
"200 Dutch Meadows Ln, Glenville NY 12302",ADDRESS
"100 Elm Ridge Center Dr, Greece NY 14626",ADDRESS
"1549 Rt 9, Halfmoon NY 12065",ADDRESS
"5360 Southwestern Blvd, Hamburg NY 14075",ADDRESS
"103 North Caroline St, Herkimer NY 13350",ADDRESS
"1000 State Route 36, Hornell NY 14843",ADDRESS
"1400 County Rd 64, Horseheads NY 14845",ADDRESS
"135 Fairgrounds Memorial Pkwy, Ithaca NY 14850",ADDRESS
"2 Gannett Dr, Johnson City NY 13790",ADDRESS
"233 5th Ave Ext, Johnstown NY 12095",ADDRESS
"601 Frank Stottile Blvd, Kingston NY 12401",ADDRESS
"350 E Fairmount Ave, Lakewood NY 14750",ADDRESS
"4975 Transit Rd, Lancaster NY 14086",ADDRESS
"579 Troy-Schenectady Road, Latham NY 12110",ADDRESS
"5783 So Transit Road, Lockport NY 14094",ADDRESS
"7155 State Rt 12 S, Lowville NY 13367",ADDRESS
"425 Route 31, Macedon NY 14502",ADDRESS
"3222 State Rt 11, Malone NY 12953",ADDRESS
"200 Sunrise Mall, Massapequa NY 11758",ADDRESS
"43 Stephenville St, Massena NY 13662",ADDRESS
"750 Middle Country Road, Middle Island NY 11953",ADDRESS
"470 Route 211 East, Middletown NY 10940",ADDRESS
"3133 E Main St, Mohegan Lake NY 10547",ADDRESS
"288 Larkin, Monroe NY 10950",ADDRESS
"41 Anawana Lake Road, Monticello NY 12701",ADDRESS
"4765 Commercial Drive, New Hartford NY 13413",ADDRESS
"1201 Rt 300, Newburgh NY 12550",ADDRESS
"255 W Main St, Avon CT 6001",ADDRESS
"120 Commercial Parkway, Branford CT 6405",ADDRESS
"1400 Farmington Ave, Bristol CT 6010",ADDRESS
"161 Berlin Road, Cromwell CT 6416",ADDRESS
"67 Newton Rd, Danbury CT 6810",ADDRESS
"656 New Haven Ave, Derby CT 6418",ADDRESS
"69 Prospect Hill Road, East Windsor CT 6088",ADDRESS
"150 Gold Star Hwy, Groton CT 6340",ADDRESS
"900 Boston Post Road, Guilford CT 6437",ADDRESS
"2300 Dixwell Ave, Hamden CT 6514",ADDRESS
"495 Flatbush Ave, Hartford CT 6106",ADDRESS
"180 River Rd, Lisbon CT 6351",ADDRESS
"420 Buckland Hills Dr, Manchester CT 6040",ADDRESS
"1365 Boston Post Road, Milford CT 6460",ADDRESS
"1100 New Haven Road, Naugatuck CT 6770",ADDRESS
"315 Foxon Blvd, New Haven CT 6513",ADDRESS
"164 Danbury Rd, New Milford CT 6776",ADDRESS
"3164 Berlin Turnpike, Newington CT 6111",ADDRESS
"474 Boston Post Road, North Windham CT 6256",ADDRESS
"650 Main Ave, Norwalk CT 6851",ADDRESS
"680 Connecticut Avenue, Norwalk CT 6854",ADDRESS
"220 Salem Turnpike, Norwich CT 6360",ADDRESS
"655 Boston Post Rd, Old Saybrook CT 6475",ADDRESS
"625 School Street, Putnam CT 6260",ADDRESS
"80 Town Line Rd, Rocky Hill CT 6067",ADDRESS
"465 Bridgeport Avenue, Shelton CT 6484",ADDRESS
"235 Queen St, Southington CT 6489",ADDRESS
"150 Barnum Avenue Cutoff, Stratford CT 6614",ADDRESS
"970 Torringford Street, Torrington CT 6790",ADDRESS
"844 No Colony Road, Wallingford CT 6492",ADDRESS
"910 Wolcott St, Waterbury CT 6705",ADDRESS
"155 Waterford Parkway No, Waterford CT 6385",ADDRESS
"515 Sawmill Road, West Haven CT 6516",ADDRESS
"2473 Hackworth Road, Adamsville AL 35005",ADDRESS
"630 Coonial Promenade Pkwy, Alabaster AL 35007",ADDRESS
"2643 Hwy 280 West, Alexander City AL 35010",ADDRESS
"540 West Bypass, Andalusia AL 36420",ADDRESS
"5560 Mcclellan Blvd, Anniston AL 36206",ADDRESS
"1450 No Brindlee Mtn Pkwy, Arab AL 35016",ADDRESS
"1011 US Hwy 72 East, Athens AL 35611",ADDRESS
"973 Gilbert Ferry Road Se, Attalla AL 35954",ADDRESS
"1717 South College Street, Auburn AL 36830",ADDRESS
"701 Mcmeans Ave, Bay Minette AL 36507",ADDRESS
"750 Academy Drive, Bessemer AL 35022",ADDRESS
"312 Palisades Blvd, Birmingham AL 35209",ADDRESS
"1600 Montclair Rd, Birmingham AL 35210",ADDRESS
"5919 Trussville Crossings Pkwy, Birmingham AL 35235",ADDRESS
"9248 Parkway East, Birmingham AL 35206",ADDRESS
"1972 Hwy 431, Boaz AL 35957",ADDRESS
"10675 Hwy 5, Brent AL 35034",ADDRESS
"2041 Douglas Avenue, Brewton AL 36426",ADDRESS
"5100 Hwy 31, Calera AL 35040",ADDRESS
"1916 Center Point Rd, Center Point AL 35215",ADDRESS
"1950 W Main St, Centre AL 35960",ADDRESS
"16077 Highway 280, Chelsea AL 35043",ADDRESS
"1415 7Th Street South, Clanton AL 35045",ADDRESS
"626 Olive Street Sw, Cullman AL 35055",ADDRESS
"27520 Hwy 98, Daphne AL 36526",ADDRESS
"2800 Spring Avn SW, Decatur AL 35603",ADDRESS
"969 Us Hwy 80 West, Demopolis AL 36732",ADDRESS
"3300 South Oates Street, Dothan AL 36301",ADDRESS
"4310 Montgomery Hwy, Dothan AL 36303",ADDRESS
"600 Boll Weevil Circle, Enterprise AL 36330",ADDRESS
"3176 South Eufaula Avenue, Eufaula AL 36027",ADDRESS
"7100 Aaron Aronov Drive, Fairfield AL 35064",ADDRESS
"10040 County Road 48, Fairhope AL 36533",ADDRESS
"3186 Hwy 171 North, Fayette AL 35555",ADDRESS
"3100 Hough Rd, Florence AL 35630",ADDRESS
"2200 South Mckenzie St, Foley AL 36535",ADDRESS
"2001 Glenn Bldv Sw, Fort Payne AL 35968",ADDRESS
"340 East Meighan Blvd, Gadsden AL 35903",ADDRESS
"890 Odum Road, Gardendale AL 35071",ADDRESS
"1608 W Magnolia Ave, Geneva AL 36340",ADDRESS
"501 Willow Lane, Greenville AL 36037",ADDRESS
"170 Fort Morgan Road, Gulf Shores AL 36542",ADDRESS
"11697 US Hwy 431, Guntersville AL 35976",ADDRESS
"42417 Hwy 195, Haleyville AL 35565",ADDRESS
"1706 Military Street South, Hamilton AL 35570",ADDRESS
"1201 Hwy 31 NW, Hartselle AL 35640",ADDRESS
"209 Lakeshore Parkway, Homewood AL 35209",ADDRESS
"2780 John Hawkins Pkwy, Hoover AL 35244",ADDRESS
"5335 Hwy 280 South, Hoover AL 35242",ADDRESS
"1007 Red Farmer Drive, Hueytown AL 35023",ADDRESS
"2900 S Mem PkwyDrake Ave, Huntsville AL 35801",ADDRESS
"11610 Memorial Pkwy South, Huntsville AL 35803",ADDRESS
"2200 Sparkman Drive, Huntsville AL 35810",ADDRESS
"330 Sutton Rd, Huntsville AL 35763",ADDRESS
"6140A Univ Drive, Huntsville AL 35806",ADDRESS
"4206 N College Ave, Jackson AL 36545",ADDRESS
"1625 Pelham South, Jacksonville AL 36265",ADDRESS
"1801 Hwy 78 East, Jasper AL 35501",ADDRESS
"8551 Whitfield Ave, Leeds AL 35094",ADDRESS
"8650 Madison Blvd, Madison AL 35758",ADDRESS
"145 Kelley Blvd, Millbrook AL 36054",ADDRESS
"1970 S University Blvd, Mobile AL 36609",ADDRESS
"6350 Cottage Hill Road, Mobile AL 36609",ADDRESS
"101 South Beltline Highway, Mobile AL 36606",ADDRESS
"2500 Dawes Road, Mobile AL 36695",ADDRESS
"5245 Rangeline Service Rd, Mobile AL 36619",ADDRESS
"685 Schillinger Rd, Mobile AL 36695",ADDRESS
"3371 S Alabama Ave, Monroeville AL 36460",ADDRESS
list the best places to view christmas lights near tuscaloosa this weekend,PLACE
What is the speed limit on Texas highways,PLACE
How far is Numbers from me,PLACE
Did my dad schedule his yearly exam with his dermatologist,PLACE
Is the Alamo still in its original location or was it ever moved,PLACE
Price of lemons,PLACE
Where is the closest indoor waterpark near me that is open this month,PLACE
Dog park closest to me,PLACE
Where can I eat Thai food in Burbank tonight,PLACE
"Lowest gas prices right now, near me",PLACE
Did they cancel the Silver Alert,PLACE
What time does the Big Bang Theory start?,PLACE
can I get a menu for the chinese food place,PLACE
Was my cousin Carlton featured in the local news piece on that mass shooting?,PLACE
sushi specials in town tonight,PLACE
Which steakhouse in New York is the best one,PLACE
sports bars near me,PLACE
Where is the nearest auto repair shop to David's house?,PLACE
best place to eat soup,PLACE
Next flight to Paris,PLACE
Is there shopping after hours in December,PLACE
Top glamping locations,PLACE
When is the next homeland security training?,PLACE
how far away is moon to earth,PLACE
Is Soaring Ridge releasing any new beers this month in Roanoke,PLACE
Pizzerias open in Manhattan at 1am tonight,PLACE
Where to buy fresh Christmas tree in Ft Lauderdale,PLACE
Places to eat near me,PLACE
Is it almost time for Stephany's wedding?,PLACE
Which of my friends are likely to go to the Pens game tomorrow?,PLACE
What is the name of the new song by sza just released last month,PLACE
Can you show me any of my friends that are following Daryl's band?,PLACE
What type of weather will my sister be having at the end of the month?,PLACE
Who made an event to climb in Squamish this summer?,PLACE
Where in New York City can I get a diamond ring?,PLACE
discounted fish stores in st louis,PLACE
Which restaurants are my friends tending to eat at the most?,PLACE
give me a good idea for something to do with my boyfriend,PLACE
Election news from Honduras,PLACE
Best place to eat at,PLACE
what are popular restaurants in Newport please,PLACE
"Hotels with complimentary concierges in Greenville, SC",PLACE
Food in Lynchburg,PLACE
Is the mexican grill opened tomorrow at 7:30p,PLACE
Family restaurants near Chicago Water tower,PLACE
Is there a pub in Houston serving mulled wine for the holidays,PLACE
How many students are registered at the local college?,PLACE
When is Kelly's graduation party?,PLACE
where can I go hiking,PLACE
Any dine in movie theaters in Brooklyn,PLACE
dance clubs near me,PLACE
5 star restaurants accepting reservations for Valentine's day,PLACE
The model casting call is too far from me,PLACE
seafood restaurants menu in boca raton,PLACE
Best microbrew in vancouver wa,PLACE
Which city do my friends went to last summer ?,PLACE
birthday ideas happening next week,PLACE
Are any new local stores opening this week,PLACE
What clubs are open tonight,PLACE
Can you call Kenny?,PLACE
Where is the closest oral surgeon?,PLACE
Birthday party planners next week in London,PLACE
Where is the oldest zoo in America that I can visit,PLACE
When is the earliest the clubs open in Las Vegas,PLACE
rooftop bars still open in winter,PLACE
Ice skating rinks in Washington D.C,PLACE
places to go on a date in durham,PLACE
What are the actual colors of the rainbow?,PLACE
Cool places to eat around Miami,PLACE
WHAT EVENT ARE MY COLLEGE FRIENDS GOING TO?,PLACE
Road Trip Itineries to Canada,PLACE
Is their an E-Sports Lounge with a Grill nearby,PLACE
party bus available for a wedding,PLACE
New stores in town,PLACE
what are the top places to eat in dallas texas,PLACE
Which car rental company does my family use the most for travel?,PLACE
Are there any dance clubs in The Venetian,PLACE
Find an Italian restaurant at Pikes Market Place that service spaghetti,PLACE
Where is a good museum to go to in New York Christmas weekend,PLACE
"Where is the sign that reads """"We Love Tacos"""" in San Antonio",PLACE
What is the closest theater to me,PLACE
When was the last time you cried,PLACE
When do the apple orchards close in Lancaster,PLACE
Any museums recently visited by my friends?,PLACE
Where can I get some authentic pork buns,PLACE
Toy stores with American Girl Dolls near me,PLACE
Key West night club closing times,PLACE
Who wished me happy birthday last year?,PLACE
Are there any museum near me,PLACE
What pet friendly restaurants are located in Baltimore's Inner Harbor?,PLACE
Anniversary ideas,PLACE
What is the best Italian restaurant in Boston,PLACE
How often does Kelly travel outside the US?,PLACE
what are the hours of yosake sushi happy hour in wilmington,PLACE
Best neighborhoods to go trick or treating in on Halloween,PLACE
clubs that are open after midnight tonight,PLACE
whats the total distance between moon and earth,PLACE
What is your main career goal?,PLACE
what is firework for,PLACE
How have you been,PLACE
How cold will it be on my drive home from work tonight,PLACE
What is the best rated sushi place near me,PLACE
"party planner available in Destin, FL in 2 weeks",PLACE
Need a Kosher Vegan place open on Sundays,PLACE
What time does my friend Jeff get off work?,PLACE
"I want to go to a bar after the Colts game, where would you recommend",PLACE
How many of my friends have been to Los Angeles?,PLACE
Who is going on the High Adventure scout trip with my son?,PLACE
Disney Christmas,PLACE
Bars on Oahu,PLACE
best place to have margaritas,PLACE
show me darlene's skinny beach mom work outs,PLACE
best place to christmas shop near me,PLACE
best place to take the family this weekend,PLACE
Where should I go tonight if I want good food and music,PLACE
Can my girlfriend come to the mall with me tonight?,PLACE
do you like kids,PLACE
Music stores in San Leandro,PLACE
Best place to hear jazz in New York,PLACE
What is the name of the movie that my sisters were in,PLACE
what time is the nest train to Memphis,PLACE
What is the distance to the sun,PLACE
When does the Mardi Gras parade finally reach Bourbon St?,PLACE
What are some places to go on a date tonight around 9,PLACE
What are the hours of Disney Springs,PLACE
Where can I find an event coordinator near wine country,PLACE
Where is a good place to go for coffee in North Carolina during the weekday,PLACE
Best winery to visit in ridgefield,PLACE
what is the forecast for manznita,PLACE
Can I get tickets for An American in Paris at the Community Center Theater for May,PLACE
What is the best Mexican restaurant for a budget in Amarillo,PLACE
What time does the nearest parking garage close,PLACE
Were any of my friends at the casino last week?,PLACE
Where to eat in Arts District tonight,PLACE
What kind of flowers did you plant?,PLACE
Where is a good place for my daughter to gymanstics and horseback riding lessons?,PLACE
Where should I hang out tonight,PLACE
How many places were visited by mom and dad last 2 years?,PLACE
Where is the closest butcher within 10 miles from me,PLACE
Any parks near Fillmore that offer sledding on Saturday,PLACE
San Diego clubs that are open right now,PLACE
WHAT TIME DOES THE MALL OPEN THIS WEEKEND,PLACE
What museums are open,PLACE
Where are the best gas prices today?,PLACE
Is there a sushi place open at this time,PLACE
Is Dennis still attending his appointment in Pittsburgh on Thursday?,PLACE
Kids arcade to throw birthday parties on Wednesday night,PLACE
What spices are used in both Japanese and Mexican cooking?,PLACE
How does Bridget make her colcannon?,PLACE
Daytime nightclubs near me,PLACE
Starbucks near me open late,PLACE
Grocery stores near Miami,PLACE
Please send a Happy Birthday text to all my friends who have birthdays this week.,PLACE
Most popular night clubs in San Antonio,PLACE
Did I make note of my pay dates,PLACE
When did breastfeeding become a popular feeding source for babies?,PLACE
Show me how to put air in the tire?,PLACE
What time does my mom's flight arrive today?,PLACE
closest glow bowling place,PLACE
Show me children's museums near san diego,PLACE
Cooking Contest starts at 2pm today. Please remind me,PLACE
how many days am I scheduled to work this month?,PLACE
What is the average age for someone to retire from the government?,PLACE
Can you help me report a driver next to me that is texting while driving,PLACE
what time should I call an uber if I need to be at the airport by 5pm?,PLACE
Directions to the die antword concert in Portland Oregon,PLACE
How many miles is the suns radius,PLACE
Are there any dinner theaters in the Seattle area,PLACE
Who in my cruise group has responded that they want to go so far.,PLACE
list movie theatres with long line wait time and how long is it,PLACE
How many 3 bedroomhomes are for sale in the San Antonio neighborhood of Steubing Ranch today,PLACE
Which state parks will be open on Sunday,PLACE
Romantic restaurants on Lexington avenue,PLACE
show me some special places for shopping,PLACE
Who posted on the franklin flea market cite?,PLACE
Can you alert me when traffic dies down,PLACE
when is burning man,PLACE
Times the clubs open in San Jose tonight,PLACE
popular spots to propose,PLACE
Calls for this afternoon,PLACE
Give me a list of bars this weekend showing the big game,PLACE
Mexican restaurants nearby,PLACE
Have any of my friends been to Israel?,PLACE
Are any of my friends from high school going to the event this weekend?,PLACE
What are the hours of High School in Fort Collins,PLACE
When was the last time Angie posted something,PLACE
top restaurants in Manhattan,PLACE
Where is the Rite Aid in Canton Ga,PLACE
What restaurants are nearby for me to eat at tonight,PLACE
Where was the last place my cousin visited in the United States?,PLACE
Is there any kids friendly restaurant nearby,PLACE
What is the best sushi spot,PLACE
email me a reminder for my event monday at 7am,PLACE
Any clubs that are open later than midnight in DC,PLACE
trendy bars in Chicago River North,PLACE
what are the thursday specials at the localdenny's,PLACE
Places to eat,PLACE
Have a summer home in Los Angeles California,PLACE
How many of my friends have iphones?,PLACE
Where is a BBQ restaurant in Portland please,PLACE
Do you have a list of events happening near me with spots still available,PLACE
Christmas tree lots near me,PLACE
When did I talk to you last,PLACE
"Have order ready for 4:00 pm, delivered to Capien Hills Apartments in Howard County.",PLACE
the best places to watch a night sky of O.C,PLACE
Whats a good place to have fun,PLACE
What event coordinators are near wine country,PLACE
"car drives 30 miles per hour for 2 hours, how far has it driven",PLACE
walmart customers service,PLACE
How long was Eisenhower in office,PLACE
I'm looking for a favorite dessert recipe that uses cream cheese that my Grandma makes.,PLACE
Where can we find Christmas tree decorations to make ourselves,PLACE
Suggestions for a good Tappas place that's not too far,PLACE
Prices of gas near Dallas,PLACE
Does Roger have the iPhone or Android,PLACE
When is Suzanne's next Weavelife weaving show at Liberty Station?,PLACE
Clubs to go in New York,PLACE
Where is a close mexican restaurant in Portland,PLACE
How many hours of your life you lose in traffic,PLACE
Is there a dining venue on a boat on Lake Tahoe during the holidays,PLACE
What is the average life expectancy of a cat?,PLACE
best place to club in town,PLACE
Is there an E-Sports Lounge with a Bar near me,PLACE
Redbox locations within 5 miles of Dallas,PLACE
how many of my friends are going to the high school reunion?,PLACE
Nail salons in New Orleans open on the weekend,PLACE
How old is my house on Holbrook Street,PLACE
where is the next turn off the highway now,PLACE
best place to eat a gyro near me,PLACE
Duke basketball final 4 tickets for reserve March 2018,PLACE
WalMarts open after midnight that have a bank near me,PLACE
Are there any sports bars open tonight past 10 pm,PLACE
When did my bingo buddy go to Italy,PLACE
Any good wine bars in Amsterdam for tomorrow night,PLACE
How many patents came out of my high school graduating class?,PLACE
Name some clubs in LA,PLACE
"Is the Gulfarium closed for Christmas and if so, when will it reopen",PLACE
What time does my supervisor's husband leave for work every day?,PLACE
Is the mall open tonight,PLACE
mobile phone stores in city,PLACE
Dancing club within 10 miles to go to tonight,PLACE
Where is the nearest beach,PLACE
Castles near me,PLACE
When does Game of throwns return?,NONE
Cut your own tree farms in hillsboro oregon open tonight,NONE
Review the menu items for our potluck this Sunday,NONE
What time does the next train leave for New York and how much does it cost?,NONE
What movie did Johnny take Sue to see this weekend?,NONE
what fb groups is sarah a part of?,NONE
When is my brother in laws surgery day?,NONE
what days does Goodwill have deals,NONE
give me some info on museums,NONE
How many interstates are there in the United States,NONE
What do my friends think about the college in Sheboygan?,NONE
When is my high school  reunion?,NONE
Laptop places nearby,NONE
What color is the school building my sister goes to?,NONE
How many of my college friends still attend homecoming in Tallahassee?,NONE
do you like school,NONE
Where did Randall going camping last year?,NONE
What Time does Taco bell Open Near me,NONE
turn off my house heat,NONE
Karaoke clubs open on weekends in Tyler,PLACE
Sundays are really fun day to wallk in lights,NONE
How has the opioid addiction effected Middlesex county in Massachusetts?,NONE
Is the Pizza Hut on San Pedro street still open after midnight on Saturday nights,NONE
what are some of the most popular places to hang out in my town,NONE
"Next weekend I want to play miniature golf, locate",NONE
Where are the lyrics to the song that is now playing,NONE
How many Libras desire a career change?,NONE
How do you say where is the bathroom in Spanish?,NONE
What are some special deals for round trip airlines to Puerto Rico,NONE
facebook my events list to my family,NONE
"if you won a million dollars, what would you do",NONE
I want to watch home alone,NONE
Has Tim ever been to my favorite mexican restaurant?,NONE
Will Glenn be able to take good pictures of Sandy?,NONE
What type of food should I make for Christmas,NONE
When do I need to buy  christmas groceries,NONE
can i have a hug,NONE
At what time does the Getty Museum in Los Angeles opens this Saturday,NONE
Where do the most people eat near where I live?,NONE
Can I sell my car on Facebook?,NONE
whats the menu at the rio in las vegas on the weekend,NONE
Has Liz communicated recently with anyone in our family?,NONE
night club closing times in Miami,PLACE
Internet cafes open late in Bath Beach,PLACE
Where can I go to pick out a Christmas tree that I can cut down myself,NONE
How much will college cost for my son?,NONE
Where in the world do they celebrate New Year's Eve first,NONE
Price of gas locally,NONE
Where is a good steak house near me,PLACE
is any place to eat open now,PLACE
40th birthday party planner,NONE
pick your own Christmas tree near Park Ridge IL,NONE
Which clubs are having live music this weekend,NONE
How many of my dog sledding friends are doing the Iditarod this year?,NONE
How have you been my friend,NONE
Pet friendly restaurants near me,PLACE
Does Tina need extra help at The Diner next week?,NONE
Does my cousin have a baby shower next month?,NONE
Where are the best places to get tapas in town,PLACE
What's traffic like on my way home?,NONE
Where is the nearest lake,PLACE
nearest vegan caterer available as soon as possible,PLACE
how much cash do I have in my wallet,NONE
I bought a new car,NONE
Is Suzy Q's birthday party this weekend?,NONE
Where is a BBQ restaurant in Portland,PLACE
what time do the bars close in LA,NONE
where can I taste whiskey in chicago,NONE
Malls near El Paso that are closed,PLACE
Can you invite Victoria to the pool party I'm hosting tomorrow?,NONE
Is it too late to take ballet classes,NONE
send out an email to family for next weeks events,NONE
Did any of my friends check into the theater yet?,NONE
Museums near Atlanta,PLACE
How do you make eggs,NONE
Most healthiest food,NONE
What roads are closing for President Trump's speech in Pensacola today,NONE
Gas stations with showers on I85 open after midnight,PLACE
Restaurants serving vegetarian food in New Orleans this month,PLACE
Where should I make dinner reservations in the city tonight,NONE
Tell me about attractions in downtown indianapolis,NONE
Where can I get a live Christmas tree,NONE
Where is she having her baby shower?,NONE
Amusement parks in South Carolina opens after 9:00pm,PLACE
Best bar in New York not too far away,PLACE
best bars in hotels in new york,PLACE
best coffee shops to visit in Seattle this Sunday,PLACE
best dance clubs in charlotte,PLACE
Best dine in restaurant,PLACE
Best nightclub in Miami that's open now,PLACE
best outdoor Las Vegas venue for concerts,PLACE
Best snow resort this year for snow,PLACE
Brunch restaurants locations  in Cambridge for Sunday afternoon,PLACE
"Casual,  family restaurants close by open now",PLACE
Find a restaurant that's open beyond 10 p.m,PLACE
I need a steak house near Fishers,PLACE
I need some romantic restaurant suggestions for Saturday night,PLACE
Is there an E-Sports Lounge close by,PLACE
Italian restaurants in Scottsdale,PLACE
List all local restaurants that are open on my girlfriend's birthday.,PLACE
Movie theaters near me,PLACE
Nearby bakeries please,PLACE
Nice brunch venues in Atlanta,PLACE
Night clubs available in Chicago next week,PLACE
outdoor dining in miami,PLACE
parking garages open on New Year's Eve down town,PLACE
Places to play basketball downtown,PLACE
Places to see in Paris,PLACE
Restaurants near me,PLACE
restaurants near the blue line,PLACE
Restaurants that serve alcohol on Sundays,PLACE
river tubing places near atlanta,PLACE
Roller skating rinks in Miami,PLACE
Shopping malls open at  8pm near Miami this Saturday,PLACE
Site Seeing in paris,PLACE
"Wedding reception venues in Greenville, SC available during the holidays",PLACE
What bars do they have at the M Resort,PLACE
What breakfast places would be recommended this weekend,PLACE
What hotel is closest to the  Daytona speedway?,PLACE
What is the best place to bowl this weekend in Toledo,PLACE
Where can i find an Escape Room near me that has spots open for this weekend,PLACE
Where can I get oysters from in Delaware?,PLACE
where can I go for sushi tonight,PLACE
Where is a library that is open late on weekends in Chicago,PLACE
Where is McDonald's from James's house?,PLACE
Where's a good place to eat this weekend,PLACE
Which restaurants are near me now,PLACE
any availability for Ritz Carlton in New Orleans for Jan 10,NONE
Are any of my friends going to the fair?,NONE
Are there any cool art venues near here,NONE
are there in rock climbing walls near 29720,NONE
Are we throwing a birthday party for Jean next month?,NONE
Do I know anyone who is planning on attending Elton John's final world tour?,NONE
Do twins skip a generation in your family?,NONE
do you like wwe,NONE
Does anyone like to go biking in the park near my home?,NONE
Does George have both work and personal contact information listed publicly?,NONE
Does the hair salon where cousin Mary works also do manicures and pedicures?,NONE
"Find me discount coupons for Outback Restaurant, going tomorrow for lunch",NONE
Funny books to read,NONE
High school drama,NONE
How are you,NONE
How far away does Katie live from my workplace?,NONE
how far away is the yoga studio,NONE
How far does my cousin Cathy Stiffey live from Bolivar,NONE
How far is it from here to Club Northwest?,NONE
How late is Pinheads open on Thursday,NONE
How long do neon tetra's live?,NONE
How long would it take to drive to Calvin's house?,NONE
how many inches of snow will we get in January normally,NONE
